disease_ID,disease_name,ICD9,meridian,symptoms,acupoints
DIS0072,老年性痴呆,290,足陽明胃經,[],"['足三里', '太沖', '三陰交', '神門', '神庭', '本神', '大鐘', '四神聰']"
DIS0133,色盲,368.54,足陽明胃經,['丧失对一种或多种颜色的辨识能力'],"['足三里', '合谷', '太沖', '攢竹', '三間', '四白', '風池', '絲竹空', '肝', '神門', '臂臑', '睛明', '球後', '光明', '腎', '瞳子髎', '上明']"
DIS0199,血栓閉塞性血管炎,443.1,足陽明胃經,"['肢體疼痛', '患肢外觀蒼白、皮膚溫度降低、酸脹乏力、間歇性跛行', '患肢休息狀態下疼痛、夜間疼痛明顯且無法入睡', '患肢末端發黑、潰瘍或壞疽；壞死組織和正常組織有明顯界限；']","['足三里', '陽陵泉', '太沖', '內關', '解溪', '風池', '大椎', '委中', '崑崙', '血海', '太溪', '曲池', '關元', '三陰交', '百會', '太淵', '陰陵泉', '氣海', '夾脊', '懸鐘', '八風', '神闕', '膻中', '八邪', '委陽', '少海']"
DIS0636,血液相關疾病,,足陽明胃經,[],"['足三里', '太沖', '支溝', '神門', '郄門', '大陵', '魚際', '尺澤', '太淵', '商丘', '不容', '中極', '大赫', '地五會', '陰谷', '中都', '會陰', '上脘', '三陽絡']"
DIS0683,血管性失智症,,足陽明胃經,[],"['足三里', '太沖', '內關', '中脘', '風池', '豐隆', '血海', '太溪', '三陰交', '百會', '神庭', '水溝', '四神聰']"
DIS0204,低血壓,458,足陽明胃經,"['頭暈、視野模糊、惡心、疲勞、注意力不集中', '困惑、怕冷、臉色蒼白、脈搏微弱', '暈厥、跌倒、一次性腦缺血']","['足三里', '太沖', '內關', '中脘', '曲池', '皮質下', '太淵', '人迎', '交感', '心', '印堂', '腎上腺', '升壓點', '下耳根', '三聖穴']"
DIS0660,吸毒成癮(尼古丁),,足陽明胃經,['同上'],"['足三里', '神門', '口', '太淵', '手三里', '胃', '內分泌', '肺', '咽喉']"
DIS0659,吸毒成癮(鴉片),,足陽明胃經,['同上'],"['足三里', '合谷', '太沖', '內關', '大椎', '三陰交', '神門', '百會']"
DIS0332,妊娠嘔吐,643.9,足陽明胃經,['妊娠嘔吐'],"['足三里', '太沖', '內關', '中脘', '陽池', '巨闕']"
DIS0003,志賀桿菌性痢疾,004.0,足陽明胃經,"['腹瀉（每天 8～10 次以上）、發燒、噁心\n有毒血症、嘔吐、腹痛及裏急後重（tenesmus）', '糞便中有時有血跡或黏液或膿', '幼童可能出現抽搐症狀']","['足三里', '曲池', '關元', '三陰交', '陰陵泉', '天樞']"
DIS0671,戒菸,,足陽明胃經,['戒菸'],"['足三里', '合谷', '太沖', '三陰交', '皮質下', '百會', '神門', '列缺', '胃', '內分泌', '肺', '坐骨神經']"
DIS0471,疔瘡,,足陽明胃經,['毛囊口脓疮隆起呈圆锥形的炎性硬结，状如粟粒，色或黄或紫，红、肿、热、痛，数日内硬结增大，疼痛加剧；继而形成脓肿而硬结变软，疼痛减轻，溃脓后脓腔塌陷，逐渐愈合'],"['足三里', '合谷', '行間', '身柱', '委中', '曲池', '靈台', '後心穴']"
DIS0312,乳房腫塊,611.72,足陽明胃經,"['胸部悶痛', '乳房觸痛', '乳房組織不規則、或出現結節甚至是硬塊', '偶爾有乳汁分泌']","['足三里', '梁丘']"
DIS0087,兒童期過動徵候群,314,足陽明胃經,['患儿自控能力差、情绪不稳定、易激动、易怒、常发脾气'],"['足三里', '合谷', '太沖', '內關', '風池', '太溪', '百會', '神庭', '本神', '顳三針']"
DIS0503,呼吸短促,,足陽明胃經,['呼吸短促'],"['足三里', '氣海']"
SYS0022,昏迷,780.01,足陽明胃經,['昏迷'],"['足三里', '火硬穴', '百會', '水溝', '湧泉', '火主穴', '後頂', '正會穴', '前會穴', '十宣', '至陰', '五嶺穴']"
DIS0597,泌尿系統疾病,,足陽明胃經,[],"['足三里', '氣海', '橫骨', '肓俞']"
DIS0010,肺結核,011,足陽明胃經,[],"['足三里', '四花中穴', '靈骨穴', '四花外穴', '肺俞', '豐隆', '膏肓', '關元', '湧泉', '尺澤', '大白穴', '心常一穴', '心常二穴', '心常三穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '人士穴', '地士穴', '天士穴', '曲差', '肺金穴', '結核穴']"
DIS0129,近視,367.1,足陽明胃經,['看近处基本正常，看远处视物模糊'],"['足三里', '合谷', '攢竹', '魚腰', '太陽', '四白', '風池', '翳風', '絲竹空', '皮質下', '肝', '眼', '神門', '臂臑', '睛明', '上白穴', '球後', '光明', '腎', '分白穴', '承泣', '水頂穴', '翳明', '屏間後', '屏間前']"
DIS0695,阻塞型睡眠呼吸中止症,,足陽明胃經,"['睡著後因呼吸道阻塞而缺氧及睡眠中斷', '夜間反復缺氧']","['足三里', '合谷', '太沖', '內關', '豐隆', '曲池', '三陰交', '百會', '迎香', '照海', '列缺', '陰陵泉', '公孫', '上星', '廉泉', '膻中', '孔最', '天容']"
DIS0171,冠狀動脈粥樣硬化,414,足陽明胃經,['突感心前区疼痛，发作性绞痛或压榨痛，憋闷感'],"['足三里', '四花上穴', '四花中穴', '四花下穴', '內關', '地宗穴', '四花副穴']"
DIS0304,前列腺炎,601,足陽明胃經,"['突然发热、寒战、乏力、虚弱、恶心、呕吐', '坐立不安', '尿频、尿急、尿道灼痛', '便急或排便不通']","['足三里', '行間', '太沖', '委中', '關元', '三陰交', '陰陵泉', '中極', '氣海', '膀胱俞', '長強']"
SYS0036,咳血,786.3,足陽明胃經,['咳血'],"['足三里', '肺俞', '太溪', '郄門', '魚際', '尺澤', '孔最']"
SYS0034,咳嗽,786.2,足陽明胃經,['咳嗽'],"['足三里', '靈骨穴', '陽陵泉', '合谷', '太沖', '重魁穴', '風門', '肺俞', '身柱', '大椎', '天突', '豐隆', '重子穴', '重仙穴', '曲陵穴', '膏肓', '心靈穴', '膽俞', '章門', '魚際', '少商', '尺澤', '列缺', '太淵', '太白', '大白穴', '膈俞', '火腑海穴', '膻中', '大杼', '人士穴', '地士穴', '天士穴', '建力穴', '中力穴', '定喘', '土水穴', '分金穴', '合金穴', '內金穴']"
DIS0491,幽門梗阻,,足陽明胃經,['腹部疼痛、不適、反復嘔吐'],"['足三里', '內關', '中脘', '幽門']"
DIS0157,急性化膿性中耳炎,382,足陽明胃經,"['畏寒、发热，小儿常伴呕吐、腹泻等', '耳痛剧烈，且持续时间较长', '听力下降并可伴有耳鸣', '一旦鼓膜发生穿孔，耳内脓液外泄，症状可得到缓解']","['足三里', '合谷', '風池', '翳風', '外關', '聽會', '完骨']"
DIS0309,急性乳腺炎,611,足陽明胃經,"['短期內出現腫脹現象，按壓會出現疼痛、硬塊、紅腫等情況', '局部有波動感', '腋窩淋巴結變大，幾天內就會出現化膿現象']","['足三里', '期門', '內關', '肩中穴', '建中穴', '肩峰穴', '梁丘', '少澤', '膻中', '後溪', '足臨泣', '肩井', '乳根', '指三重穴']"
DIS0005,急性胃腸炎,009,足陽明胃經,"['惡心、嘔吐、腹痛、腹瀉、', '發熱、脫水、電解質和酸堿平衡紊亂']","['足三里', '內關', '中脘', '委中', '曲澤']"
DIS0286,急性胰臟炎,577,足陽明胃經,"['劇烈腹痛(常傳到背部)', '噁心嘔吐、腹瀉、食慾不振', '發燒、畏寒', '血行不穩、休克']","['足三里', '中脘', '膽俞', '大都', '太白', '梁門']"
DIS0261,急性腸炎,555,足陽明胃經,"['腹瀉、腹痛、惡心、嘔吐', '脫水、電解質失衡']","['足三里', '腸門穴', '四花上穴', '四花中穴', '四花下穴', '腑腸穴', '側三里穴', '門金穴', '四花外穴', '三重穴', '側下三里穴', '曲池', '指五金穴', '指千金穴', '陰陵泉', '天樞', '三江穴', '足千金穴', '足五金穴', '四花副穴']"
DIS0006,急性腸胃炎,009,足陽明胃經,"['噁心、嘔吐、腹部絞痛、腹脹、腹瀉（次數可達一至數十次）', '嚴重的腸胃炎，可能會有發燒現象，解稀水便，且糞便中可能夾帶有血絲、黏液或惡臭']","['足三里', '四花中穴', '胃俞', '肝門穴', '四花外穴', '內關', '中脘', '梁丘', '天樞', '氣海', '梁門', '四花副穴', '大腸俞', '水分', '溫溜', '金營上穴', '金營下穴']"
DIS0205,急性鼻咽炎,460,足陽明胃經,"['鼻塞、流鼻水、打噴嚏與咽部喉嚨不適', '小朋友則會合併發燒', '恢復期可出現短暫膿鼻涕，不會有明顯下呼吸道的症狀', '一般症狀會持續4至10天']","['足三里', '人宗穴', '合谷', '中脘', '重魁穴', '感覺區', '風池', '風門', '肺俞', '大椎', '重子穴', '重仙穴', '曲陵穴', '外關', '膏肓', '風府', '曲池', '百會', '神庭', '耳尖', '神門', '魚際', '列缺', '三叉穴', '上星', '火腑海穴', '五嶺穴', '三叉三穴', '地士穴', '天士穴', '建力穴', '中力穴', '胸腔區', '後心穴', '定喘', '中府', '孔最', '腦空', '腎上腺', '木二穴', '木一穴', '木三穴', '肺', '金耳穴', '分金穴', '合金穴', '內金穴', '額', '氣管', '感冒一穴', '感冒二穴', '耳三穴', '感冒三穴', '陶道', '內鼻']"
DIS0283,急性膽囊炎,575,足陽明胃經,"['右上腹或上腹痛，發作時會持續數小時，並且疼痛相當嚴重，痛感會反射至右肩或背部', '發燒、噁心、嘔吐和食慾不佳', ""在吸氣時，按壓右上腹出現吸氣疼痛中止，稱為牟菲氏病徵（Murphy's sign），這是典型急性膽囊炎會出現的現象"", '約33%的病人可以觸摸到脹大的膽囊']","['足三里', '陽陵泉', '行間', '內關', '中脘', '液門', '大陵', '梁丘', '膽俞', '然谷', '照海', '中封', '魚際', '間使', '商丘', '木枝穴', '木全穴', '陽輔']"
DIS0255,急性闌尾炎,540,足陽明胃經,"['上腹部，然後右下腹部疼', '嘔吐、噁心、食慾不振', '由腹部或由直腸局部深按壓痛', '局部肌肉強硬、局部膨脹', '表面感覺過敏', '發燒', '便秘']","['足三里', '四花中穴', '側三里穴', '四花外穴', '中脘', '手解穴', '側下三里穴', '內庭', '曲池', '神門', '天樞', '下白穴', '交感', '上巨虛', '闌尾', '大腸']"
SYS0094,流涎,,足陽明胃經,['流口水'],"['足三里', '合谷', '中脘', '地倉', '頰車', '頭竅陰', '水溝', '勞宮', '廉泉', '止涎五穴']"
DIS0161,突發性聽障,388.2,足陽明胃經,[],"['足三里', '陽陵泉', '合谷', '太沖', '太陽', '下關', '風池', '聽宮', '翳風', '中渚', '外關', '太溪', '三陰交', '百會', '足竅陰', '聽會', '耳門', '完骨', '足臨泣', '俠溪', '顱息']"
DIS0486,紅斑性肢痛(下肢),,足陽明胃經,[],"['足三里', '合谷', '外關', '委中', '曲池', '三陰交', '懸鐘']"
DIS0254,胃下垂,537.5,足陽明胃經,[],"['足三里', '四花上穴', '四花中穴', '四花下穴', '門金穴', '內關', '中脘', '胃上', '關元', '氣海', '公孫', '通腎穴', '通胃穴', '通關穴', '通天穴', '巨闕', '肓俞']"
DIS0251,胃痙攣,536,足陽明胃經,[],"['足三里', '內關', '中脘', '梁丘', '公孫']"
DIS0646,胃腸癌,,足陽明胃經,[],"['足三里', '陽陵泉', '下巨虛', '上巨虛']"
DIS0467,苯中毒,960-979,足陽明胃經,"['欣快感', '興奮、多汗、心悸', '興奮之後，繼之以昏昏欲睡、疲倦、頭暈、噁心、和頭痛、精神萎靡、記憶減退', '呼吸刺激和肺水腫', '腸胃刺激，有嘔吐和腹絞痛、食慾不振', '皮膚起紅斑、水泡和點狀出血', '失眠', '炫暈', '手足感覺異常，如麻木、刺痛、刺感', '語無倫次、步態蹣跚']","['足三里', '合谷', '太陽', '地倉', '頰車', '翳風']"
DIS0123,重症肌無力,358,足陽明胃經,"['上瞼下垂和雙眼複視', '眼外肌、咽喉肌和四肢無力']","['足三里', '風池', '大椎', '天突', '承山', '曲池', '公孫', '懸鐘', '廉泉', '申脈', '三叉三穴']"
DIS0120,面神經麻痺,351,足陽明胃經,['面癱'],"['足三里', '側三里穴', '靈骨穴', '四花外穴', '陽陵泉', '合谷', '行間', '太沖', '三重穴', '側下三里穴', '下泉穴', '上泉穴', '後會穴', '俠承漿', '承漿', '顴髎', '太陽', '陽白', '下關', '頭維', '四白', '巨髎', '地倉', '頰車', '風池', '翳風', '迎香', '水溝', '公孫', '正會穴', '前會穴', '中泉穴', '駟馬下穴', '駟馬上穴', '駟馬中穴', '鼻翼穴', '頷厭', '懸顱', '一重穴', '二重穴', '指三重穴', '六快穴', '七快穴', '上巨虛', '上里穴', '四腑一穴', '四腑二穴', '沖陽']"
DIS0377,風濕性關節炎(膝關節痛),719.36,足陽明胃經,[],"['足三里', '陽陵泉', '肩中穴', '建中穴', '雲白穴', '人皇穴', '委中', '血海', '梁丘', '陰陵泉', '上曲穴', '地皇穴', '李白穴', '下曲穴', '居髎', '環跳', '天黃穴', '明黃穴', '其黃穴', '天皇穴', '犢鼻', '土水穴', '膝眼']"
DIS0243,食道狹窄,530.3,足陽明胃經,"['吞嚥困難', '燒心', '胸骨后疼痛']","['足三里', '內關', '天突', '膻中']"
DIS0454,凍瘡(全身),991.5,足陽明胃經,['肢體末節和暴露部位皮膚出現紫紅斑塊、腫脹、瘙癢和水疱'],"['足三里', '內關', '大椎']"
DIS0337,原發性子宮無力,661,足陽明胃經,['產程開始子宮肌肉收縮力很弱'],"['足三里', '合谷', '太溪', '三陰交']"
SYS0127,疲勞,,足陽明胃經,['疲勞'],"['足三里', '水通穴', '水金穴', '內關', '指三黃穴', '百會', '三叉穴', '通背穴', '木斗穴', '木留穴', '火腑海穴', '中白穴', '下白穴', '天黃穴', '明黃穴', '其黃穴', '三叉三穴', '木黃穴', '鼻翼穴', '腕順一穴', '腕順二穴', '支通穴', '落通穴', '後枝穴', '耳背穴', '富頂穴', '木耳穴']"
DIS0031,神經性梅毒,094,足陽明胃經,[],"['足三里', '委中', '曲池', '環跳']"
DIS0064,純高膽固醇血症,272,足陽明胃經,[],"['足三里', '內關', '支溝', '三陰交', '手五金穴', '手千金穴', '木二穴', '木一穴', '木三穴']"
DIS0236,胸膜炎,511,足陽明胃經,[],"['足三里', '內關', '間使', '駟馬下穴', '駟馬上穴', '駟馬中穴', '人士穴', '地士穴', '天士穴', '丘墟']"
DIS0554,高血脂,,足陽明胃經,"['頭暈目眩', '神疲乏力', '失眠健忘', '肢體麻木', '胸悶氣短', '心悸', '口角歪斜', '不能説話']","['足三里', '內關', '三陰交']"
DIS0661,乾眼症,,足陽明胃經,"['眼睛紅、癢、乾澀、酸澀、灼熱感和異物感', '流淚', '眼睛會分泌較多的分泌物']","['足三里', '合谷', '攢竹', '太陽', '陽白', '三間', '頭維', '四白', '風池', '豐隆', '絲竹空', '血海', '太溪', '曲池', '三陰交', '百會', '迎香', '照海', '陰陵泉', '上星', '睛明', '印堂', '瞳子髎', '完骨', '後溪', '大迎', '承泣']"
DIS0273,術後腸黏連,564.2,足陽明胃經,['術後陣發性腹痛、腹脹'],"['足三里', '內關', '中脘', '關元', '下巨虛', '天樞', '大腸俞', '上巨虛']"
DIS0002,痢疾,004.0,足陽明胃經,"['腹痛，里急后重，大便次数增多，排赤白脓血便', '恶寒、发热', '高热神疲，四肢厥冷，面色青灰，呼吸浅表，神昏惊厥']","['足三里', '合谷', '太沖', '曲池', '關元', '三陰交', '照海', '下巨虛', '天樞', '氣海', '次髎', '下脘', '上髎', '陷谷', '中髎', '上巨虛', '下髎', '利尿穴']"
DIS0654,結直腸癌切除術後恢復,,足陽明胃經,[],"['足三里', '陽陵泉', '合谷', '太沖', '內關', '解溪', '豐隆', '支溝', '太溪', '曲池', '三陰交', '神門', '下巨虛', '陰陵泉', '天樞', '公孫', '蠡溝', '上巨虛']"
DIS0013,結核性腹膜炎,014.0,足陽明胃經,[],"['足三里', '關元', '章門', '天樞', '水分', '曲泉']"
DIS0339,結節性紅斑,695.2,足陽明胃經,[],"['足三里', '血海', '陰陵泉', '懸鐘']"
DIS0677,結腸鏡檢查疼痛,,足陽明胃經,[],"['足三里', '合谷', '三陰交', '陰陵泉', '上巨虛']"
DIS0620,絕經期綜合症,,足陽明胃經,[],"['足三里', '委中', '承山', '陰陵泉', '居髎', '環跳', '承扶']"
DIS0557,黃褐斑,,足陽明胃經,['黄褐或深褐色斑片'],"['足三里', '合谷', '承漿', '顴髎', '太陽', '陽白', '下關', '四白', '地倉', '頰車', '肺俞', '大椎', '血海', '曲池', '三陰交', '神庭', '迎香', '印堂', '承泣']"
SYS0001,嗜睡,347,足陽明胃經,"['日間過度困倦、可在任何時間、地點毫無徵兆的入睡', '無論夜間睡眠是否充足白天都很長時間在睡覺', '精神模糊、難以集中注意力、做事效率低、記憶力衰退、情緒低落或極度疲憊']","['足三里', '合谷', '大椎', '液門', '血海', '曲池', '照海', '公孫', '興奮穴']"
DIS0420,暈厥,780.2,足陽明胃經,['暈厥'],"['足三里', '合谷', '皮質下', '神門', '水溝', '商陽', '少商', '曲澤', '隱白', '中極', '大敦', '心俞', '中沖', '腎上腺', '金門', '仆參']"
DIS0615,痰相關疾病,,足陽明胃經,[],"['足三里', '中脘']"
DIS0196,腦血管疾病後遺症(下肢癱瘓),438.4,足陽明胃經,[],"['足三里', '陽陵泉', '風市', '委中', '承山', '崑崙', '環跳', '懸鐘']"
